Sensor_ID,Entity_ID,Sensor_Type_Threshold_,Sensor_Reading,Status,Lower_Non_Recoverable,Lower_Critical,Lower_Non_Critical,Upper_Non_Critical,Upper_Critical,Upper_Non_Recoverable,Positive_Hysteresis,Negative_Hysteresis,Assertion_Events,Assertions_Enabled,Deassertions_Enabled,Time_elapsed
Total Power,215.0,Unknown,301,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,287.76618
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,288.06562
CPU2 Power,215.2,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,288.31695
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,288.57725
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,288.76898
Total Power,215.0,Unknown,308,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,288.99694
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,289.20173
CPU2 Power,215.2,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,289.56861
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,289.77804
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,289.98154
Total Power,215.0,Unknown,308,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,290.19363
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,290.47771
CPU2 Power,215.2,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,290.72925
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,291.05690
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,291.28918
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,291.52502
CPU1 Power,215.1,Unknown,57,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,291.79714
CPU2 Power,215.2,Unknown,75,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,292.07715
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,292.43737
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,292.72187
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,292.96592
CPU1 Power,215.1,Unknown,57,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,293.22527
CPU2 Power,215.2,Unknown,75,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,293.45713
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,293.72925
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,294.07310
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,294.39795
CPU1 Power,215.1,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,294.60545
CPU2 Power,215.2,Unknown,17,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,294.80976
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,295.04533
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,295.32226
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,295.54548
CPU1 Power,215.1,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,295.77308
CPU2 Power,215.2,Unknown,17,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,295.97777
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,296.20102
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,296.43730
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,296.66207
CPU1 Power,215.1,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,296.85805
CPU2 Power,215.2,Unknown,17,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,297.31698
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,297.57292
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,297.79362
Total Power,215.0,Unknown,357,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,298.05727
CPU1 Power,215.1,Unknown,48,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,298.29301
CPU2 Power,215.2,Unknown,47,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,298.51775
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,298.72098
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,298.91700
Total Power,215.0,Unknown,357,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,299.16916
CPU1 Power,215.1,Unknown,48,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,299.46193
CPU2 Power,215.2,Unknown,47,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,299.74106
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,300.05355
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,300.42510
Total Power,215.0,Unknown,357,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,300.67050
CPU1 Power,215.1,Unknown,48,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,300.92550
CPU2 Power,215.2,Unknown,47,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,301.17733
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,301.50173
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,301.76901
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,302.02918
CPU1 Power,215.1,Unknown,22,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,302.22589
CPU2 Power,215.2,Unknown,20,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,302.48944
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,302.69373
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,302.91359
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,303.24209
CPU1 Power,215.1,Unknown,22,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,303.50606
CPU2 Power,215.2,Unknown,20,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,303.76552
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,303.98156
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,304.19353
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,304.52597
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,304.79003
CPU2 Power,215.2,Unknown,115,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,305.00544
PCIE CPU1 Pwr,215.3,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,305.21001
PCIE CPU2 Pwr,215.4,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,305.44171
Total Power,215.0,Unknown,343,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,305.71684
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,305.96609
CPU2 Power,215.2,Unknown,115,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,306.27777
PCIE CPU1 Pwr,215.3,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,306.56100
PCIE CPU2 Pwr,215.4,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,306.78152
Total Power,215.0,Unknown,343,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,307.04182
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,307.32572
CPU2 Power,215.2,Unknown,18,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,307.78938
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,308.07810
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,308.36529
Total Power,215.0,Unknown,252,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,308.62912
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,308.92132
CPU2 Power,215.2,Unknown,18,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,309.19705
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,309.53767
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,309.77720
Total Power,215.0,Unknown,252,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,310.00180
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,310.22602
CPU2 Power,215.2,Unknown,18,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,310.46854
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,310.80124
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,311.03341
Total Power,215.0,Unknown,357,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,311.28935
CPU1 Power,215.1,Unknown,57,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,311.49730
CPU2 Power,215.2,Unknown,46,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,311.69333
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,311.92168
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,312.15736
Total Power,215.0,Unknown,357,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,312.48506
CPU1 Power,215.1,Unknown,57,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,312.78552
CPU2 Power,215.2,Unknown,46,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,312.99684
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,313.20488
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,313.59293
Total Power,215.0,Unknown,343,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,313.84483
CPU1 Power,215.1,Unknown,61,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,314.06098
CPU2 Power,215.2,Unknown,74,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,314.26893
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,314.48563
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,314.74114
Total Power,215.0,Unknown,343,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,315.04141
CPU1 Power,215.1,Unknown,61,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,315.42968
CPU2 Power,215.2,Unknown,74,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,315.72215
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,316.00534
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,316.30065
Total Power,215.0,Unknown,343,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,316.57278
CPU1 Power,215.1,Unknown,61,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,316.86940
CPU2 Power,215.2,Unknown,74,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,317.24087
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,317.48168
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,317.73006
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,317.94948
CPU1 Power,215.1,Unknown,59,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,318.14551
CPU2 Power,215.2,Unknown,42,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,318.46188
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,318.67732
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,318.87281
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,319.10932
CPU1 Power,215.1,Unknown,59,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,319.29714
CPU2 Power,215.2,Unknown,42,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,319.54917
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,319.78508
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,319.98535
Total Power,215.0,Unknown,406,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,320.39270
CPU1 Power,215.1,Unknown,118,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,320.59684
CPU2 Power,215.2,Unknown,123,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,320.80888
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,321.11294
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,321.47322
Total Power,215.0,Unknown,406,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,321.68973
CPU1 Power,215.1,Unknown,118,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,321.90133
CPU2 Power,215.2,Unknown,123,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,322.10905
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,322.38078
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,322.65301
Total Power,215.0,Unknown,406,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,322.96544
CPU1 Power,215.1,Unknown,118,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,323.20859
CPU2 Power,215.2,Unknown,123,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,323.46908
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,323.76512
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,324.03273
Total Power,215.0,Unknown,406,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,324.27821
CPU1 Power,215.1,Unknown,118,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,324.67731
CPU2 Power,215.2,Unknown,15,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,324.97289
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,325.19900
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,325.44603
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,325.62974
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,325.85397
CPU2 Power,215.2,Unknown,15,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,326.12869
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,326.32986
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,326.55297
Total Power,215.0,Unknown,245,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,326.78136
CPU1 Power,215.1,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,326.98484
CPU2 Power,215.2,Unknown,15,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,327.21282
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,327.55662
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,327.99263
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,328.23734
CPU1 Power,215.1,Unknown,29,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,328.48593
CPU2 Power,215.2,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,328.79015
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,329.02895
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,329.26884
Total Power,215.0,Unknown,336,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,329.52565
CPU1 Power,215.1,Unknown,29,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,329.73321
CPU2 Power,215.2,Unknown,28,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,330.03350
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,330.32104
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,330.76969
Total Power,215.0,Unknown,266,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,331.09789
CPU1 Power,215.1,Unknown,27,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,331.39680
CPU2 Power,215.2,Unknown,21,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,331.70105
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,331.98167
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,332.24227
Total Power,215.0,Unknown,266,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,332.49035
CPU1 Power,215.1,Unknown,27,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,332.68979
CPU2 Power,215.2,Unknown,21,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,332.90957
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,333.19016
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,333.51812
Total Power,215.0,Unknown,266,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,333.84236
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,334.04899
CPU2 Power,215.2,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,334.27670
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,334.52151
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,334.73762
Total Power,215.0,Unknown,322,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,334.97699
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,335.25335
CPU2 Power,215.2,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,335.50205
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,335.70907
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,335.92178
Total Power,215.0,Unknown,322,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,336.16562
CPU1 Power,215.1,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,336.54113
CPU2 Power,215.2,Unknown,107,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,336.85328
PCIE CPU1 Pwr,215.3,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,337.09297
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,337.29262
Total Power,215.0,Unknown,371,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,337.51714
CPU1 Power,215.1,Unknown,67,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,337.80591
CPU2 Power,215.2,Unknown,54,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,338.11713
PCIE CPU1 Pwr,215.3,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,338.40947
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,338.67335
Total Power,215.0,Unknown,371,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,338.94542
CPU1 Power,215.1,Unknown,67,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,339.25301
CPU2 Power,215.2,Unknown,54,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,339.53415
PCIE CPU1 Pwr,215.3,Unknown,24,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,339.84464
PCIE CPU2 Pwr,215.4,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,340.29718
Total Power,215.0,Unknown,252,ok,0.000,0.000,0.000,1785.000,1785.000,1785.000,Unspecified,Unspecified,,,340.50578
CPU1 Power,215.1,Unknown,27,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,340.73287
CPU2 Power,215.2,Unknown,19,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,340.95340
PCIE CPU1 Pwr,215.3,Unknown,25,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,341.16097
PCIE CPU2 Pwr,215.4,Unknown,26,ok,0.000,0.000,0.000,255.000,255.000,255.000,Unspecified,Unspecified,,,341.37778
